timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1456704147488271,-2,-7,-2,2,-4,-3,-20,-4
1456704147488271,-2,8,6,0,1,1,31,8
1456704147505271,3,-10,-15,-8,-5,-3,-9,0
1456704147505271,4,13,2,7,1,-1,-11,-10
1456704147512320,7,-4,1,2,1,1,41,1
1456704147512320,-8,0,13,-5,1,0,-36,-4
1456704147528165,11,-8,-8,0,-2,-1,19,6
1456704147528165,-60,-6,-4,-2,-3,-1,6,-24
1456704147529972,14,11,3,3,-1,-1,-15,4
1456704147529972,-43,9,-1,-3,-1,-2,-4,-4
1456704147541873,-11,-21,-1,1,-1,-2,-4,-3
1456704147541873,18,4,2,-2,-3,-2,0,5
1456704147548887,-10,-17,-3,-6,-3,-1,-7,-4
1456704147548887,3,2,9,0,-2,-2,-1,-6
1456704147564877,-4,1,-6,-1,-1,-2,-7,-1
1456704147564877,6,8,10,-3,-1,-1,6,6
1456704147572014,-22,-4,-6,3,2,1,2,-1
1456704147572014,18,-5,-1,-7,-4,-5,-21,2
1456704147588680,-10,0,0,-2,-1,-2,33,-1
1456704147588680,4,-1,-3,-3,0,1,4,2
1456704147589681,9,4,13,-1,-2,-2,-15,1
1456704147589681,0,-10,-25,-1,3,2,25,2
1456704147603046,-2,10,1,-1,1,1,-7,13
1456704147603046,5,-1,8,-3,-5,-4,19,-2
1456704147608968,-5,-1,-2,-2,-3,-1,-10,4
1456704147608968,-9,-7,14,0,-2,1,-8,-9
1456704147625491,7,-7,-6,0,-1,-1,-3,-9
1456704147625491,-7,-3,6,1,0,0,-6,3
1456704147631689,2,-2,-8,-1,0,-1,-8,0
1456704147631689,6,0,0,-3,-3,-3,-8,-9
1456704147647698,-5,10,4,-1,1,-1,-4,-2
1456704147647698,9,-2,3,2,1,-1,-7,1
1456704147649698,-2,1,6,0,-1,-2,3,-4
1456704147649698,-4,1,-2,3,5,1,-2,3
1456704147661704,-5,-9,-4,-10,-10,-6,-12,-7
1456704147661704,4,-2,-7,-8,-4,-1,-9,8
1456704147668698,-7,3,-1,5,5,1,42,-4
1456704147668698,10,-3,-4,-2,-1,-1,-2,5
1456704147684985,-15,-3,-2,1,1,-3,-43,-3
1456704147684985,14,-2,-3,0,-3,-1,0,5
1456704147692035,1,0,3,-3,-3,-3,-10,0
1456704147692035,5,-10,-1,1,-1,-1,-7,-10
1456704147707989,5,12,14,2,0,0,7,6
1456704147707989,-5,2,-7,-3,-3,-4,-17,-4
1456704147709737,7,-3,7,1,1,-1,-1,-1
1456704147709737,2,5,-8,0,1,-2,2,1
1456704147723214,-13,-11,3,-6,-5,0,-4,0
1456704147723214,6,-21,-25,-5,-2,-3,7,0
1456704147729214,-2,5,-4,0,0,1,2,-4
1456704147729214,-4,-1,0,-3,-4,-1,-4,0
1456704147744729,-2,8,0,6,3,0,4,-1
1456704147744729,0,3,2,2,0,-1,1,3
1456704147753722,-3,-8,5,-4,-3,-2,17,-1
1456704147753722,-4,-3,-25,-4,0,0,-11,7
1456704147767723,11,-7,-2,1,2,2,25,-14
1456704147767723,-5,4,7,-5,-2,-2,2,-1
1456704147769724,-5,-2,-4,-3,-3,-2,-12,-5
1456704147769724,4,1,12,-2,-3,-2,15,1
1456704147782729,4,10,-3,1,2,-2,0,-1
1456704147782729,-1,-6,-2,1,-1,0,-4,-3
1456704147788724,-8,-3,-6,0,1,-1,-6,-2
1456704147788724,-6,-4,2,-3,-3,0,-2,1
1456704147804937,-1,-5,-5,-2,-2,0,2,0
1456704147804937,-2,4,2,-1,-3,-2,-4,-5
1456704147811978,1,-3,-9,-4,-1,-2,-10,2
1456704147811978,-3,-5,5,1,0,-1,-7,-16
1456704147829931,-2,-6,0,-3,-2,-1,-10,4
1456704147829931,12,6,-1,1,1,2,3,6
1456704147831932,-15,-6,-5,-2,-5,-2,5,-1
1456704147831932,3,-3,-1,-3,-2,-3,-9,3
1456704147843143,-22,-4,-7,-2,-3,-1,-5,-7
1456704147843143,-5,16,3,-1,-2,-2,-17,-1
1456704147848938,1,-11,-2,-2,-1,-2,-3,-5
1456704147848938,2,0,1,0,0,0,41,0
1456704147864939,4,4,2,2,0,3,-14,-1
1456704147864939,-2,-4,-1,-4,-1,-1,16,-1
1456704147871940,2,1,-3,0,0,0,-10,-3
1456704147871940,-7,0,6,-3,-2,-1,-14,0
1456704147888134,7,1,-2,-2,0,-3,7,-5
1456704147888134,0,-3,-4,-2,0,-2,2,0
1456704147894155,-2,2,9,-1,-1,-1,-10,-3
1456704147894155,7,-2,-2,-1,-4,-3,-5,3
1456704147903145,-2,-1,-4,-2,-2,-3,6,1
1456704147903145,-6,-4,0,-1,-1,-1,-12,-13
1456704147909156,0,-4,-5,2,0,-3,-7,5
1456704147909156,-2,9,17,0,0,1,18,-4
1456704147925393,5,-2,-18,-3,0,-1,-15,-3
1456704147925393,-8,-4,9,-2,-4,-4,12,-1
1456704147932183,21,1,-33,-1,0,0,-4,6
1456704147932183,-15,-15,4,0,-2,-2,4,-16
1456704147948191,-1,11,3,-3,0,-2,8,10
1456704147948191,-4,-8,0,-1,0,0,-23,-4
