timestamp,roll,pitch,yaw
1456703940183118,-0.909862,-0.179483,-0.416516
1456703940199117,-0.910478,-0.17927,-0.416358
1456703940221663,-0.910476,-0.17916,-0.416116
1456703940245138,-0.911111,-0.178839,-0.41601
1456703940260138,-0.911111,-0.178839,-0.41601
1456703940281140,-0.910716,-0.178587,-0.415694
1456703940306173,-0.910869,-0.17856,-0.415575
1456703940359613,-0.910869,-0.17856,-0.415575
1456703940360368,-0.910672,-0.177962,-0.415563
1456703940368561,-0.911285,-0.177638,-0.415164
1456703940383399,-0.912038,-0.177236,-0.414793
1456703940402364,-0.912281,-0.176828,-0.414734
1456703940425885,-0.912128,-0.176801,-0.414733
1456703940440425,-0.911975,-0.176773,-0.414732
1456703940486604,-0.912218,-0.176366,-0.414672
1456703940489394,-0.912529,-0.176208,-0.414754
1456703940506463,-0.912433,-0.175802,-0.414788
1456703940522135,-0.912137,-0.175069,-0.414852
1456703940544407,-0.912032,-0.174092,-0.414901
1456703940566408,-0.911735,-0.173303,-0.414844
1456703940582411,-0.912001,-0.172465,-0.414675
1456703940604653,-0.911644,-0.171324,-0.414798
1456703940626917,-0.911669,-0.170262,-0.414315
1456703940641459,-0.91224,-0.169369,-0.413911
1456703940664664,-0.912406,-0.168339,-0.413699
1456703940687636,-0.912897,-0.167201,-0.413423
1456703940701427,-0.912596,-0.165463,-0.413102
1456703940724958,-0.91222,-0.163635,-0.412441
1456703940746958,-0.911514,-0.161696,-0.411363
1456703940762155,-0.911615,-0.160126,-0.409319
1456703940784124,-0.912286,-0.158391,-0.406661
1456703940807128,-0.912668,-0.15644,-0.403936
1456703940821906,-0.912743,-0.15414,-0.401824
1456703940843190,-0.912469,-0.151221,-0.399704
1456703940867190,-0.911969,-0.148926,-0.39785
1456703940881200,-0.912585,-0.147422,-0.396196
1456703940903193,-0.911343,-0.146386,-0.395542
1456703940926705,-0.907848,-0.145519,-0.395451
1456703940941205,-0.903991,-0.144363,-0.396037
1456703940963206,-0.901433,-0.143907,-0.396611
1456703940986207,-0.899233,-0.144747,-0.397426
1456703941002209,-0.896161,-0.14564,-0.397906
1456703941023959,-0.891967,-0.146534,-0.398631
1456703941046220,-0.888348,-0.147532,-0.399349
1456703941061220,-0.883594,-0.147586,-0.399486
1456703941083221,-0.878786,-0.146347,-0.398703
1456703941106222,-0.874985,-0.144873,-0.397218
1456703941122729,-0.872208,-0.14389,-0.39594
1456703941143235,-0.869692,-0.143074,-0.394326
1456703941166236,-0.865931,-0.141305,-0.392142
1456703941182237,-0.862101,-0.138154,-0.389052
1456703941203238,-0.857457,-0.13398,-0.385565
1456703941226745,-0.852214,-0.129375,-0.381987
1456703941242251,-0.846697,-0.1248,-0.378248
1456703941263252,-0.841307,-0.120523,-0.375342
1456703941286254,-0.835314,-0.116719,-0.373971
1456703941302254,-0.828904,-0.113889,-0.373105
1456703941323762,-0.821572,-0.112134,-0.372999
1456703941346268,-0.816803,-0.112791,-0.372183
1456703941362269,-0.814163,-0.114409,-0.370068
1456703941383269,-0.812157,-0.11636,-0.366896
1456703941406472,-0.812945,-0.117691,-0.364292
1456703941423067,-0.814021,-0.120108,-0.361939
1456703941443380,-0.809943,-0.122561,-0.360564
1456703941466186,-0.806382,-0.122761,-0.35935
1456703941482182,-0.806729,-0.121903,-0.357792
1456703941503183,-0.810079,-0.122127,-0.356133
1456703941526934,-0.8117,-0.121905,-0.353937
1456703941542397,-0.809232,-0.121076,-0.351679
1456703941565400,-0.807231,-0.12052,-0.350371
1456703941586737,-0.807972,-0.120084,-0.349351
1456703941602402,-0.808872,-0.119474,-0.349076
1456703941624002,-0.809417,-0.118731,-0.349005
1456703941646024,-0.80907,-0.118049,-0.348183
1456703941663025,-0.806783,-0.11725,-0.348363
1456703941684185,-0.803919,-0.114729,-0.348824
1456703941707186,-0.802445,-0.112009,-0.349117
1456703941722552,-0.802663,-0.110536,-0.349321
1456703941743064,-0.79994,-0.109801,-0.350109
1456703941766063,-0.796523,-0.108206,-0.350152
1456703941788063,-0.793972,-0.106322,-0.350064
1456703941803064,-0.792127,-0.104379,-0.350155
1456703941827013,-0.78874,-0.103636,-0.35092
1456703941848474,-0.782769,-0.103226,-0.35244
1456703941863475,-0.777496,-0.102688,-0.354289
1456703941886753,-0.773041,-0.102374,-0.356352
1456703941908477,-0.769458,-0.102255,-0.357799
1456703941923488,-0.765701,-0.103089,-0.358725
1456703941946493,-0.762225,-0.104779,-0.359999
1456703941968499,-0.757594,-0.106287,-0.362404
1456703941985496,-0.754497,-0.106723,-0.364734
1456703942006532,-0.750722,-0.107795,-0.366653
1456703942028953,-0.746432,-0.10971,-0.369325
1456703942043901,-0.743882,-0.111708,-0.372011
1456703942067120,-0.740831,-0.113379,-0.374807
1456703942089091,-0.737166,-0.114581,-0.376433
