timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1456703941631701,1,8,-3,3,2,-1,-1,0
1456703941639023,-2,-3,11,25,-1,1,-3,-2
1456703941639023,-2,-5,-9,-28,4,-2,-2,0
1456703941654215,1,-5,8,-1,-1,0,-1,0
1456703941654215,3,-1,-3,-5,-1,-1,-2,-1
1456703941661311,-10,4,11,-4,-2,-2,0,-2
1456703941661311,5,0,-5,12,-3,-1,0,-1
1456703941677188,-2,-3,2,-3,-5,-2,-1,-3
1456703941677188,-3,1,-8,-7,-2,-2,-2,-1
1456703941677188,1,0,10,4,-1,0,1,1
1456703941677188,-2,-3,-14,0,-2,0,-1,-3
1456703941692026,0,1,1,-3,0,0,2,0
1456703941692026,-1,-3,4,-6,-6,-3,-2,-3
1456703941699134,1,-4,-3,-19,-2,-2,-2,-3
1456703941699134,-3,5,5,23,2,1,-2,-1
1456703941713028,0,3,24,29,4,1,-2,0
1456703941713028,-3,-5,-24,-26,-4,-1,-2,-1
1456703941721554,-1,-2,10,-8,-1,-1,-2,-3
1456703941721554,-3,-2,-47,-33,-6,-3,-1,-1
1456703941736053,2,2,31,6,-1,0,-2,0
1456703941736053,-1,-1,14,20,1,-1,-1,-1
1456703941737062,1,-1,6,-14,-4,-4,0,-2
1456703941737062,3,8,-1,16,1,-2,0,-2
1456703941751065,-1,-12,-19,-20,-7,-4,-3,-2
1456703941751065,-13,-7,-14,1,1,0,0,0
1456703941758063,-1,0,-1,7,0,1,0,2
1456703941758063,1,-3,11,2,-9,-6,-3,-4
1456703941773068,4,2,-14,-7,4,-1,0,0
1456703941773068,-2,-3,2,-3,-3,-2,-2,-1
1456703941781063,-2,-3,-6,12,3,0,1,-3
1456703941781063,-4,-1,4,-34,-2,-3,-2,-1
1456703941797064,-3,0,26,59,4,-1,-1,-2
1456703941797064,-2,-13,-62,-27,-8,-4,-2,-3
1456703941797064,0,7,30,2,0,-2,-3,0
1456703941797064,-3,-3,-3,5,3,2,0,-1
1456703941811064,0,0,-2,-16,-3,1,0,0
1456703941811064,1,1,-7,0,-4,-2,-2,-1
1456703941819090,-1,-4,-2,1,-3,0,-2,-1
1456703941819090,0,-9,-14,-1,-1,1,0,-1
1456703941841667,-3,5,-2,-12,-3,-5,-2,-3
1456703941841667,-1,-7,8,15,1,0,1,0
1456703941842694,-2,4,-7,-14,-4,-1,-3,-4
1456703941842694,0,5,15,8,0,0,1,0
1456703941858720,-3,-5,-21,-5,0,0,0,-1
1456703941858720,0,1,13,-4,-4,-2,-1,0
1456703941859720,1,-4,-11,0,-3,-1,-1,-1
1456703941859720,1,-3,-4,0,3,1,-3,1
1456703941871750,-2,8,9,3,-1,-2,-4,-2
1456703941871750,0,-13,26,6,0,-1,-1,-3
1456703941878676,-1,-1,-24,8,1,-2,0,-2
1456703941878676,-3,-13,-21,-11,-4,-1,1,-1
1456703941893687,-3,-6,0,-17,-6,-3,-2,0
1456703941893687,2,15,6,0,-1,-2,-1,-1
1456703941901549,-8,-14,-32,-16,-5,-1,-1,2
1456703941901549,4,9,16,7,1,-2,-2,-3
1456703941916478,3,0,-14,-9,-2,0,2,1
1456703941916478,2,1,7,9,1,0,-2,-4
1456703941917478,-3,-3,6,5,1,-1,-1,-2
1456703941917478,-1,0,-7,1,-1,-1,-2,0
1456703941931494,-2,-3,-7,-6,-1,-1,0,-2
1456703941931494,-3,3,13,-2,1,0,0,2
1456703941938492,0,-2,-12,-43,-1,0,0,-2
1456703941938492,-4,-3,11,33,5,0,-2,-1
1456703941953499,-3,-4,-7,-15,-6,-4,-3,-3
1456703941953499,-1,-1,0,9,1,2,-1,3
1456703941961534,1,-2,12,13,2,1,0,1
1456703941961534,-6,-19,7,-16,-3,-1,-2,-4
1456703941976495,-3,17,41,-15,-3,0,-2,0
1456703941976495,2,-7,-27,35,6,-5,-4,-1
1456703941984504,3,-1,-30,-24,-11,-5,-4,-3
1456703941984504,-8,8,-11,-7,-2,0,0,2
1456703941991496,-3,-18,-8,8,-1,-2,-1,-2
1456703941991496,-4,-4,23,-10,-3,-1,-4,-4
1456703941998501,2,5,19,8,1,-3,0,-1
1456703941998501,-1,-1,-7,6,-1,-3,-1,1
1456703942013502,-1,-2,-18,-5,-3,-1,-2,-1
1456703942013502,4,12,0,-14,-2,-2,0,1
1456703942021953,-6,-8,0,17,3,1,-5,-5
1456703942021953,0,2,-5,-9,-5,0,2,-1
1456703942036898,-3,-4,-9,-14,-1,0,-1,-1
1456703942036898,-2,-2,3,16,0,0,0,-1
1456703942038121,1,-2,-6,6,-2,-2,-2,0
1456703942038121,-1,3,18,3,0,0,-2,0
1456703942051902,-1,-1,-15,3,2,0,-2,-3
1456703942051902,2,9,5,-21,-4,0,1,1
1456703942058903,-4,8,53,19,3,-1,0,-1
1456703942058903,0,-7,-40,-9,-3,-1,0,3
1456703942074088,-8,-6,-13,-22,-2,-2,1,-2
1456703942074088,13,1,18,0,-3,-3,0,6
1456703942082115,-5,6,0,0,-2,0,-2,-9
1456703942082115,-13,-2,-15,-13,-4,-3,-5,-4
1456703942096969,1,-1,-2,11,-1,-2,-1,-2
1456703942096969,-8,-5,0,-6,2,3,-1,-4
1456703942105175,3,-3,4,4,-2,1,1,5
1456703942105175,4,3,6,7,1,-4,-1,-1
1456703942112203,-1,-4,-14,0,-4,0,-1,-4
1456703942112203,-5,-5,-12,-10,-5,-3,-1,-3
1456703942119174,2,0,-3,6,1,-2,-1,-1
1456703942119174,1,3,-1,-5,-2,0,-2,-2
1456703942134203,-2,-1,2,5,4,0,-3,2
1456703942134203,-3,-5,3,-2,-4,-4,-3,-2
1456703942141247,-2,0,-13,-2,1,0,0,1
1456703942141247,0,-1,-1,-29,-4,-2,-1,0
1456703942157211,1,-4,12,40,5,-1,-1,0
1456703942157211,-4,7,17,-5,-1,-2,-1,-2
1456703942164238,-2,-2,-61,-12,-5,-1,-1,-2
1456703942164238,1,0,7,-6,-1,0,-1,-3
1456703942171248,2,0,-9,-4,-2,-1,-1,1
1456703942171248,-2,-15,-24,-4,0,-2,-4,-3
1456703942179212,-1,-6,6,-8,-2,-3,-1,0
1456703942179212,4,-5,7,8,-1,0,1,1
1456703942194213,0,8,4,-4,-1,0,-1,-2
1456703942194213,0,5,-1,2,-1,0,2,1
1456703942201545,0,-14,6,0,0,0,-2,-2
1456703942201545,-4,-7,-7,7,-2,0,2,-2
1456703942217215,-1,-8,-4,-3,-6,-1,0,-1
1456703942217215,-3,4,-5,-9,-2,-2,-4,-3
1456703942224814,1,2,5,-10,-3,-3,-1,0
1456703942224814,1,3,12,17,1,-3,-2,-3
1456703942232509,-2,-5,16,-4,-1,0,-1,3
1456703942232509,3,0,-8,2,-2,-2,-3,-5
1456703942239140,-1,-1,-2,-8,-4,-2,-1,0
1456703942239140,-1,-3,-10,-7,-4,-2,-2,-1
1456703942255837,-1,-3,-12,-7,-3,-2,-1,-2
1456703942255837,-5,-10,0,3,0,0,4,2
1456703942262178,-2,2,-4,0,2,-2,-3,-1
1456703942262178,0,4,4,4,3,1,3,2
1456703942277169,2,-3,-6,0,0,-1,-4,-3
1456703942277169,-6,-7,-22,-8,-2,-2,0,-1
1456703942284845,0,8,0,4,-3,-3,-3,-3
1456703942284845,1,-11,-1,-6,-4,-2,-12,0
1456703942299876,0,-4,-9,-11,-2,-3,6,-2
1456703942299876,2,7,38,26,7,1,-1,-2
1456703942300804,-13,5,-2,-5,-3,-1,-2,-4
1456703942300804,-2,3,0,10,-1,-4,-5,-6
1456703942313809,-2,-3,-1,-13,-1,0,-2,-1
1456703942313809,2,-4,-5,-6,-2,1,-2,0
1456703942321845,5,-2,4,7,-2,0,-1,-2
1456703942321845,-2,6,7,-3,4,0,1,0
1456703942336856,-3,-3,1,-2,-7,-3,0,-2
